Idx,Subcommunity species,Fitness,Shannon diversity sim,End abundance
227,"1321,1334,1336",1545586391.0771465,0.7784608466820913,"382320403.82702893,1064281742.7313142,98984244.51880342"
228,"1321,1334,1538",900938350.1405598,0.9298101840971036,"185418120.85430956,159562419.0558926,555957810.2303576"
229,"1321,1337,1338",1334678688.7588956,1.0887444243176563,"358363138.9302434,494109643.3616377,482205906.46701455"
230,"1321,1337,1336",1004631887.7900084,0.9179613983622706,"415466430.9811702,505377359.52758735,83788097.2812508"
231,"1321,1337,1538",841047873.4177995,0.8556644262465711,"201516156.87341684,88202213.85765098,551329502.6867317"
232,"1321,1338,1336",1161311150.0483477,0.9026899648004483,"467387934.49775684,605043971.8047708,88879243.74582006"
233,"1321,1338,1538",829541614.6499448,0.7630528080571122,"215818674.82351723,43659338.7390154,570063601.0874121"
234,"1321,1336,1538",814789912.0424352,0.7089609322167765,"214644006.7680694,26254517.59859217,573891387.6757736"
235,"1323,1324,1325",1197167573.7469954,1.0574149094158727,"399007203.3118824,260250011.26310274,537910359.1720104"
236,"1323,1324,1327",1324972484.6128511,1.0591584165120542,"372231674.05395365,332963335.0673994,619777475.491498"
237,"1323,1324,1329",1199868967.5881808,0.9435531900324339,"624442782.3198577,450200286.3466433,125225898.92167968"
238,"1323,1324,1330",1121699584.9263694,0.7579143484777374,"635896143.2042111,466013576.74572176,19789864.976436567"
239,"1323,1324,1331",1151788656.2947078,0.8688789569768616,"258178479.42020088,139976845.53257558,753633331.3419313"
240,"1323,1324,1334",1439571585.8965116,1.0803753328599792,"504070091.7095857,359365024.1229867,576136470.063939"
241,"1323,1324,1337",1204502405.4573007,1.0299499014080276,"570003341.029238,417752549.267135,216746515.16092777"
242,"1323,1324,1338",1188149564.6611395,0.9471547002324271,"596997422.7649703,468520928.82956046,122631213.06660855"
243,"1323,1324,1336",1135483823.3324423,0.8376286287682296,"620171521.496874,463148434.53429836,52163867.301270075"
244,"1323,1324,1538",844713528.0914271,1.0105650195029134,"147861688.80375645,263006917.9816516,433844921.30601907"
245,"1323,1325,1327",1484515731.39264,1.0617659192859814,"312660486.77914697,597874207.5455333,573981037.0679598"
246,"1323,1325,1329",1393783635.479805,0.905002416870538,"458284709.4259274,804633889.0647461,130865036.98913155"
247,"1323,1325,1330",1312591473.2121365,0.7214461696993347,"464798222.9780179,828023326.838949,19769923.395169437"
248,"1323,1325,1331",1223884508.6788547,0.9495192645811485,"226911973.9959363,263017170.80596176,733955363.8769566"
249,"1323,1325,1334",1601928794.9764733,1.0792187673023297,"407176444.27294534,663833068.8725452,530919281.8309827"
250,"1323,1325,1337",1390352281.5558257,0.9807922622872756,"447379699.98019356,740692681.4174719,202279900.1581602"
251,"1323,1325,1338",1402291180.0473173,0.8914052512700573,"469743722.03286433,813663035.090176,118884422.92427698"
252,"1323,1325,1336",1326099001.362703,0.797887780565121,"470098692.50473976,804063933.2890337,51936375.568929754"
253,"1323,1325,1538",986427754.6945956,1.0050864735291516,"141720096.54760745,417959797.11328804,426747861.0337001"
254,"1323,1327,1329",1580746533.4984415,0.904109162550394,"648462325.709886,811678770.3840268,120605437.40452889"
255,"1323,1327,1330",1540187912.7025461,0.739488909162537,"620365572.1613083,898678068.8204173,21144271.720820457"
256,"1323,1327,1331",1270955497.339242,0.9736217035776425,"226692100.37266752,317543434.95883536,726719962.0077392"
257,"1323,1327,1334",1669854550.0256202,1.0684486798529866,"557149161.6854488,722476667.9360725,390228720.4040989"
258,"1323,1327,1337",1566139266.5386667,0.9754833863532276,"590675839.8692279,779060731.7979953,196402694.87144342"
259,"1323,1327,1338",1561541899.7553935,0.8350765771641786,"646251176.1977081,846204651.6293616,69086071.92832369"
260,"1323,1327,1336",1549291291.0197492,0.7973469003108836,"672135922.0499538,832987437.4779639,44167931.49183125"
261,"1323,1327,1538",1060453617.6135933,1.0459216371179607,"199113211.70062965,426364417.7432284,434975988.1697353"
262,"1323,1329,1330",1521795558.0429552,0.3888266945937565,"1352429230.5133684,149963252.7617785,19403074.76780815"
263,"1323,1329,1331",1217185806.928071,0.7750124873530895,"318691626.48860574,69050721.70462361,829443458.7348416"
264,"1323,1329,1334",1724120428.4678564,0.8686949933286646,"946427123.1726235,106686711.5942513,671006593.7009816"
265,"1323,1329,1337",1540093870.738232,0.7244771508270451,"1149636016.5711884,123670397.81060454,266787456.3564389"
266,"1323,1329,1338",1585315274.8500211,0.6181510332470777,"1283927983.0784318,152213119.667797,149174172.10379228"
267,"1323,1329,1336",1518708220.0663629,0.4604966959509618,"1324322148.1422598,136509591.58623418,57876480.33786891"
268,"1323,1329,1538",895817512.291439,0.9423391254931809,"304398717.5972419,100801522.16962147,490617272.52457565"
269,"1323,1330,1331",1195345854.4390442,0.6663023534977727,"336868387.8185252,17548849.54584782,840928617.0746713"
270,"1323,1330,1334",1700417506.656871,0.7302989992668161,"990782969.4684181,18720637.075752612,690913900.1127003"
271,"1323,1330,1337",1501804408.5083437,0.5867992527041007,"1159352857.8697016,19554186.456488166,322897364.18215406"
272,"1323,1330,1338",1525253407.4009585,0.37196370596838735,"1367896711.9485478,20547565.937688194,136809129.51472265"
273,"1323,1330,1336",1465112540.3616304,0.23432488337587543,"1388881476.3894908,19898894.3671227,56332169.605017014"
274,"1323,1330,1538",859727123.0532334,0.7607221021122967,"328938114.8622349,19027336.004278403,511761672.1867201"
275,"1323,1331,1334",1319151695.3837214,0.9864579443518643,"332124274.9652995,738546210.8053406,248481209.6130813"
276,"1323,1331,1337",1233637656.652184,0.8118131953929933,"307505240.1122339,829985249.6514984,96147166.88845149"
277,"1323,1331,1338",1203808465.6045299,0.7331582876993575,"303693821.43100774,846707555.1629646,53407089.01055776"
278,"1323,1331,1336",1188643800.020597,0.7125486622191007,"300683690.9364543,844092683.3477691,43867425.736373425"
279,"1323,1331,1538",976761173.8618436,0.9479791532899531,"121914709.89014941,547598076.2933736,307248387.6783206"
280,"1323,1334,1337",1718709074.9684467,0.9092870065149394,"947057220.638581,621376689.1530248,150275165.17684084"
281,"1323,1334,1338",1723953417.8834004,0.8478791060720374,"955214827.9312637,679085687.0434738,89652902.90866277"
282,"1323,1334,1336",1701641169.935991,0.8135328197184186,"935995018.6694521,704412697.1244667,61233454.14207253"
283,"1323,1334,1538",986532601.1963207,1.0321945102316556,"284967012.0369694,206636962.11723194,494928627.04211926"
284,"1323,1337,1338",1556154411.2938209,0.7743635278279279,"1111515843.7799602,308368888.3694109,136269679.14444977"
285,"1323,1337,1336",1497358975.6368458,0.6543389557908617,"1142349173.63207,296016212.61188066,58993589.392895035"
286,"1323,1337,1538",899593691.766484,0.9702725423876397,"300207484.5554569,119931509.95286658,479454697.2581606"
287,"1323,1338,1336",1533109197.1111145,0.4760157539075248,"1328051073.209683,141966526.6920292,63091597.209402226"
288,"1323,1338,1538",855206310.5126858,0.8114751859578135,"318611698.5832861,34964446.63365042,501630165.2957492"
289,"1323,1336,1538",853038760.217672,0.8069360715283564,"317621222.25903803,33465109.903146863,501952428.0554871"
290,"1324,1325,1327",1305471060.2377343,1.036032441205082,"232754047.23820323,496028080.36213475,576688932.6373965"
291,"1324,1325,1329",1147278936.2109015,0.8908008951583433,"296192920.6859976,719352440.4271195,131733575.0977843"
292,"1324,1325,1330",1053916495.9644648,0.6890480105476002,"305024936.8277274,728907823.7943112,19983735.342426155"
293,"1324,1325,1331",1124020822.932475,0.8739500173082086,"129942106.58480115,268450317.0788581,725628399.2688159"
294,"1324,1325,1334",1395610388.3250277,1.0434136884116867,"257982671.6821438,583620250.8690032,554007465.7738807"
295,"1324,1325,1337",1135312678.3350735,0.973894154589779,"286912582.4118915,647926630.1409831,200473465.78219894"
296,"1324,1325,1338",1126308714.019054,0.9156469522244675,"309946572.66244173,679794499.8864866,136567641.47012568"
297,"1324,1325,1336",1048309598.845295,0.7814187917463122,"303750955.89484113,692705901.7169805,51852741.23347329"
298,"1324,1325,1538",877359596.2826138,1.0387741227119036,"173793009.35930693,284387458.9867068,419179127.9366"
299,"1324,1327,1329",1265423414.2015693,0.9072369982809005,"418857064.05987334,727046535.2725945,119519814.8691016"
300,"1324,1327,1330",1228742421.7929134,0.7187433110049012,"413893092.30372655,793703761.3854121,21145568.10377469"
301,"1324,1327,1331",1178360153.8612907,0.912233421235162,"138485254.7427213,328245745.75698936,711629153.36158"
302,"1324,1327,1334",1375298758.9075012,1.0579785279160268,"353554841.5096266,647645744.811737,374098172.5861376"
303,"1324,1327,1337",1245452348.0917041,0.9540075897905289,"388926320.90263474,694890563.3370407,161635463.85202864"
304,"1324,1327,1338",1222845316.0811388,0.8578726492369263,"426031532.6508792,717354891.0654598,79458892.36479983"
305,"1324,1327,1336",1201713228.6649632,0.7922176571791187,"432664977.46777713,725699366.9142611,43348884.28292503"
306,"1324,1327,1538",954204736.1385992,1.0755908021513525,"237134224.67512992,313301224.2898459,403769287.1736233"
307,"1324,1329,1330",924852645.3820342,0.5453676764403489,"753382932.6200764,151876826.83978677,19592885.922171034"
308,"1324,1329,1331",1078461217.9896631,0.667728918915703,"173223621.15548623,69373434.98455027,835864161.8496267"
309,"1324,1329,1334",1342990992.8273704,0.9006771559997984,"507152816.9780928,106768360.04792044,729069815.8013572"
310,"1324,1329,1337",989769037.6182373,0.8923149227529454,"625789778.1241316,122044119.05189909,241935140.44220668"
311,"1324,1329,1338",1032291367.6693368,0.8779314248496405,"678192633.0867351,154245968.14234206,199852766.44025955"
312,"1324,1329,1336",909111168.311087,0.6479959023049243,"715497367.4139615,135493061.70275393,58120739.19437155"
313,"1324,1329,1538",824622533.6531842,0.9485238500610483,"280872065.042554,95854275.75402778,447896192.85660243"
314,"1324,1330,1331",1051197348.4519106,0.5583871100186638,"192681479.41008875,17702354.61740274,840813514.4244192"
315,"1324,1330,1334",1280884537.8197575,0.7522659198422591,"550602600.5060441,19079249.408771127,711202687.9049422"
316,"1324,1330,1337",973049616.8376148,0.7152448510014724,"646172134.3811173,19860764.741470236,307016717.71502715"
317,"1324,1330,1338",913114057.2181647,0.6001101722512328,"712455656.9515289,20939340.901678205,179719059.36495754"
318,"1324,1330,1336",816820490.1405209,0.3693953570384226,"738892382.8692712,20150281.133347817,57777826.13790186"
319,"1324,1330,1538",780128539.1616195,0.7665622327450881,"295748597.3230732,19047939.286706615,465332002.5518397"
320,"1324,1331,1334",1184778124.9505935,0.9141609680955677,"176621443.82341006,739788905.3882018,268367775.7389815"
321,"1324,1331,1337",1095648323.68809,0.7109560126131913,"167398382.34717488,831375957.2651501,96873984.07576503"
322,"1324,1331,1338",1072781949.1332867,0.6591141277593323,"174690749.2201656,834213764.9474181,63877434.96570307"
323,"1324,1331,1336",1056441759.2397493,0.6106571443666766,"168302903.81367427,841836925.5917212,46301929.83435378"
324,"1324,1331,1538",918694541.2141362,0.9384088533466795,"102695075.84243406,508970603.9815727,307028861.39012945"
325,"1324,1334,1337",1304453959.0014849,0.9550933236503447,"503284232.13407737,658047264.2786542,143122462.5887531"
326,"1324,1334,1338",1305577621.713678,0.9222168694031987,"514247001.54438365,675946975.5376991,115383644.63159503"
327,"1324,1334,1336",1297581336.8143704,0.8388855489717952,"504667830.1024225,729336398.0950466,63577108.616901174"
328,"1324,1334,1538",917357156.2199612,1.0372780568830997,"267474105.40468103,196022024.64506477,453861026.17021537"
329,"1324,1337,1338",1048982916.2808723,0.9726023315928329,"596472849.7344991,275040806.49957365,177469260.04679963"
330,"1324,1337,1336",945652411.2454636,0.8051885992759065,"622431672.2539679,263879248.2778858,59341490.713609956"
331,"1324,1337,1538",825097103.9873023,0.9684342037487674,"277737337.474084,108116973.5494275,439242792.96379083"
332,"1324,1338,1336",926264421.9086454,0.728913191876318,"680939771.7841115,182362229.8133968,62962420.31113709"
333,"1324,1338,1538",779723840.0366044,0.8160295370861659,"292123889.89740425,32944608.921775114,454655341.217425"
334,"1324,1336,1538",775958106.8245726,0.8102181709123482,"288557232.0028437,31449479.3832999,455951395.43842894"
335,"1325,1327,1329",1486946921.657747,0.9134961517970275,"754863440.8497503,611324001.1541395,120759479.65385723"
336,"1325,1327,1330",1447643786.9165237,0.7573658336699943,"746955771.5633411,679870468.0860922,20817547.26709038"
337,"1325,1327,1331",1257897131.571711,1.002531593375528,"260832786.17451543,311261630.26894677,685802715.1282489"
338,"1325,1327,1334",1529184423.7624485,1.0653531062930957,"617734946.773253,579805301.9900609,331644174.9991347"
339,"1325,1327,1337",1435776571.6220617,0.9484282023663766,"683897865.6372226,607249823.688692,144628882.29614705"
340,"1325,1327,1338",1425404615.1188986,0.8477832595738893,"726538294.9013114,631907443.3885808,66958876.82900646"
341,"1325,1327,1336",1410929831.5506642,0.806244904233441,"744088939.5150902,623004766.37763,43836125.65794393"
342,"1325,1327,1538",1089464750.6055045,1.093670337218589,"382579012.95473117,313114553.37994677,393771184.27082664"
343,"1325,1329,1330",1305859413.75535,0.43497065202867724,"1134571429.4503422,151869364.85638604,19418619.44862195"
344,"1325,1329,1331",1181597210.6731377,0.7935806828686905,"330164874.40457267,68259148.85924631,783173187.4093186"
345,"1325,1329,1334",1586601026.7710924,0.8758722695011927,"884597171.917702,107447565.63100216,594556289.2223884"
346,"1325,1329,1337",1321264576.3348632,0.7192854089095858,"998532341.8483729,125853766.85413092,196878467.6323594"
347,"1325,1329,1338",1388700145.6668177,0.690774497893918,"1075048251.9140437,155764701.57969788,157887192.17307603"
348,"1325,1329,1336",1275665910.4739866,0.5200945404790049,"1080136042.1897397,139604641.11731216,55925227.1669347"
349,"1325,1329,1538",984390086.2825978,0.9483936962777351,"452060089.73054785,98218580.69190961,434111415.8601404"
350,"1325,1330,1331",1170424992.0049274,0.6937539989741222,"365684332.08086365,17712105.698066108,787028554.2259976"
351,"1325,1330,1334",1554999005.2551937,0.7240747374834531,"946290506.226753,19133439.215607293,589575059.8128335"
352,"1325,1330,1337",1313110500.4975448,0.5757052420595923,"1030317123.8897306,19849938.064362537,262943438.54345158"
353,"1325,1330,1338",1277643953.9191406,0.43821564745513186,"1109798695.7379808,20806776.903259013,147038481.27790073"
354,"1325,1330,1336",1179471396.2882705,0.27037542252122465,"1105746270.864251,20033598.635588888,53691526.788430765"
355,"1325,1330,1538",952643009.3819289,0.7766354510032232,"484712628.59421027,19063178.303040322,448867202.48467827"
356,"1325,1331,1334",1280349233.536365,0.9935637100511525,"335006455.7485525,704781371.3959928,240561406.39181972"
357,"1325,1331,1337",1195831047.3441782,0.8232182351781832,"319242395.82432103,786349629.2816911,90239022.23816614"
358,"1325,1331,1338",1174687703.6700776,0.7676551522853682,"322214230.5720339,794559641.5136938,57913831.58434983"
359,"1325,1331,1336",1159767260.92883,0.738838875981619,"320271653.82205373,795189092.1180962,44306514.98867992"
360,"1325,1331,1538",977636552.25701,1.006164173081134,"169339640.93263692,508483119.2477306,299813792.07664245"
361,"1325,1334,1337",1539734183.625713,0.8968663452704199,"858103822.5656517,557284170.5566125,124346190.50344901"
362,"1325,1334,1338",1541144998.24896,0.8657886472131803,"870879940.010601,572108407.4507184,98156650.78764051"
363,"1325,1334,1336",1526321462.306529,0.8145123770867821,"859143207.4991304,609062597.1343416,58115657.673057154"
364,"1325,1334,1538",1071740901.5632646,1.0389634713579465,"437596381.19801104,191877082.22277287,442267438.1424808"
365,"1325,1337,1338",1353716837.1920676,0.7842218731427424,"969939338.9727107,238675651.62705263,145101846.5923041"
366,"1325,1337,1336",1255088291.768602,0.6421279767181539,"976010259.8284025,222364623.6794051,56713408.26079413"
367,"1325,1337,1538",984659283.7665031,0.9664377192538931,"445621809.77618086,110580791.83092503,428456682.15939724"
368,"1325,1338,1336",1260074271.4112813,0.5473463835274148,"1052344117.9692608,146858398.6796749,60871754.76234557"
369,"1325,1338,1538",939330478.2630389,0.8188530445669393,"462380726.9100213,32318650.527440246,444631100.8255774"
370,"1325,1336,1538",938749373.8154902,0.8210648493243597,"461283999.4175217,33082431.414006207,444382942.98396224"
371,"1327,1329,1330",1471422275.5099826,0.3455331534306197,"1337122745.183381,112871084.04037268,21428446.28622887"
372,"1327,1329,1331",1224840895.9990535,0.8037677703630796,"358679105.28515613,70278905.64827096,795882885.0656263"
373,"1327,1329,1334",1680980251.2189791,0.8781437462105011,"1026225255.6692715,149988332.45642376,504766663.09328395"
374,"1327,1329,1337",1547255306.7694938,0.768018270114947,"1118948820.875766,147151557.70812687,281154928.18560094"
375,"1327,1329,1338",1508550381.7619107,0.6093326917440467,"1226787234.0573537,159567990.0558844,122195157.64867248"
376,"1327,1329,1336",1485654794.0250106,0.4746745940955697,"1281597615.868629,156533120.04122952,47524058.11515218"
377,"1327,1329,1538",999688657.4333342,0.9231043393691087,"449380285.980984,83919544.49845394,466388826.9538963"
378,"1327,1330,1331",1182704545.992292,0.6736513655025262,"346390814.5959134,16609521.409987709,819704209.9863907"
379,"1327,1330,1334",1639626530.6069763,0.6887194477785699,"1099282628.8984926,21362103.602040213,518981798.10644346"
380,"1327,1330,1337",1499589592.278304,0.5435064092191935,"1210721936.9585876,22981253.547269266,265886401.7724471"
381,"1327,1330,1338",1461568258.228753,0.3283704542322414,"1339603901.5091028,23874085.34920239,98090271.37044775"
382,"1327,1330,1336",1443884764.0160177,0.21888946681933213,"1376497882.9330482,23774252.482639767,43612628.60032957"
383,"1327,1330,1538",973725233.324409,0.7733057043334948,"488875948.91929215,18344031.408253454,466505252.9968634"
384,"1327,1331,1334",1311526129.097314,0.9802086338658567,"392088864.0367551,716282712.8070693,203154552.25348943"
385,"1327,1331,1337",1248548143.490586,0.840917015247005,"357794846.1011775,795936738.9337633,94816558.45564532"
386,"1327,1331,1338",1217988661.0827656,0.7791054445583525,"360762006.3656768,800485256.5507809,56741398.16630793"
387,"1327,1331,1336",1199617158.4791386,0.7309355280478729,"351091091.42924356,811669101.6307465,36856965.419148654"
388,"1327,1331,1538",1024223987.7337096,1.033819108324313,"211665461.37905174,508891506.8883284,303667019.4663294"
389,"1327,1334,1337",1588589500.9037452,0.8733130137833242,"1000944663.2657067,431124642.55999106,156520195.07804745"
390,"1327,1334,1338",1581658537.2802532,0.8018656436499243,"1012802031.972968,486578542.31211287,82277962.99517235"
391,"1327,1334,1336",1566397711.9041352,0.7475818059688009,"1017821486.8042238,503156522.1488791,45419702.95103246"
392,"1327,1334,1538",1052973432.5508928,1.0195619560180254,"414582172.64791757,167752304.3796757,470638955.52329963"
393,"1327,1337,1338",1464062783.661342,0.7202643175881249,"1087427909.9670272,274862640.16210467,101772233.53221013"
394,"1327,1337,1336",1443523631.6018736,0.6228485303941935,"1122179753.7189717,274333558.0844751,47010319.79842694"
395,"1327,1337,1538",1008235519.5431745,0.9375860534210089,"456902752.3771645,93433992.65976119,457898774.50624883"
396,"1327,1338,1336",1400167179.7040036,0.4239204079554825,"1241543068.2298505,108660429.73251699,49963681.74163606"
397,"1327,1338,1538",988366717.5028019,0.8207429959706875,"482481813.9287822,34671545.683856666,471213357.890163"
398,"1327,1336,1538",980888125.7560647,0.8149201066329439,"475102072.5589702,32233308.781536467,473552744.415558"
399,"1329,1330,1331",1091974715.2843916,0.3381674480068312,"78054558.80870552,17438937.01532263,996481219.4603634"
400,"1329,1330,1334",1511810419.0397108,0.38683618293711675,"149441920.20661002,18332720.481109183,1344035778.3519917"
401,"1329,1330,1337",885190370.3529705,0.6104953100424845,"183313187.70742977,19440965.485022817,682436217.1605179"
402,"1329,1330,1338",910928866.2859548,0.7367565651861315,"298219471.43607444,22107963.627351925,590601431.2225285"
403,"1329,1330,1336",322111405.6808016,0.7996069630823777,"214024736.68352908,20185228.195802707,87901440.80146979"
404,"1329,1330,1538",704411220.4787086,0.5723208445332865,"118828355.00103709,18899880.77730899,566682984.7003626"
405,"1329,1331,1334",1245603550.1054602,0.774581307575613,"77627737.0902765,859574140.9392086,308401672.075975"
406,"1329,1331,1337",1164100959.3732915,0.5748275381104508,"75533671.06039251,962848646.7662156,125718641.54668349"
407,"1329,1331,1338",1121506126.3881874,0.5036363664066223,"80366785.20098193,963753449.1268578,77385892.06034762"
408,"1329,1331,1336",1097777437.0106146,0.4279463841533552,"72483129.2279941,974290523.8587211,51003783.92389948"
409,"1329,1331,1538",945780687.2713042,0.8562889435338298,"60970256.75324041,556123012.3865529,328687418.13151085"
410,"1329,1334,1337",1556720400.1558936,0.759822678326549,"156224522.6319921,1138102356.7750018,262393520.7488998"
411,"1329,1334,1338",1557454757.1722646,0.7641240402135259,"166715618.1640856,1137412223.135261,253326915.872918"
412,"1329,1334,1336",1521183983.3967047,0.5118884527212835,"131660685.64896205,1300507021.4820778,89016276.26566485"
413,"1329,1334,1538",827204978.4126147,0.8493979110440857,"77283092.52430236,211251207.76643398,538670678.1218784"
414,"1329,1337,1338",1213467673.0996232,1.0154295374900848,"196496117.29081407,580069121.7232385,436902434.08557075"
415,"1329,1337,1336",831690021.8219464,0.7640425462512173,"150157667.21380228,603397776.6020648,78134578.0060792"
416,"1329,1337,1538",739878511.295423,0.8087100482181815,"97621780.34691648,120292805.91095185,521963925.03755474"
417,"1329,1338,1336",851257015.3608849,0.8937006346514709,"233538873.72553107,525341609.8165456,92376531.81880814"
418,"1329,1338,1538",690809074.5026345,0.640499656626403,"108716280.44789608,38498793.25216787,543594000.8025706"
419,"1329,1336,1538",687866108.8733339,0.6226377592559769,"106556117.15801974,34803660.88419579,546506330.8311183"
420,"1330,1331,1334",1191903755.9312215,0.617385271574542,"17236493.532807916,894132657.521708,280534604.8767055"
421,"1330,1331,1337",1136423655.8037472,0.45554755291631555,"17631138.176403884,976244227.0694795,142548290.5578639"
422,"1330,1331,1338",1084341788.9389448,0.34940833961319206,"17775378.629074425,984951080.5295879,81615329.78028242"
423,"1330,1331,1336",1064234215.9352534,0.2877433274188239,"17646001.321887635,991300560.5345654,55287654.078800336"
424,"1330,1331,1538",922317679.3401003,0.7415478314378087,"17678430.323398724,569154523.6777418,335484725.33895975"
425,"1330,1334,1337",1504261606.147856,0.5941648975404821,"19355640.847688016,1151936812.1606934,332969153.13947463"
426,"1330,1334,1338",1508463376.3783815,0.5288603901422769,"20249687.950709525,1227622216.4085658,260591472.01910624"
427,"1330,1334,1336",1463866600.163993,0.32998907120793236,"19583500.061145477,1338186045.7318294,106097054.37101786"
428,"1330,1334,1538",801949254.1776646,0.6897620110224225,"18209911.416295696,221049902.5522887,562689440.2090802"
429,"1330,1337,1338",1157883908.3346648,0.7405481686441722,"21462459.638137653,712595259.7933797,423826188.9031474"
430,"1330,1337,1336",810378914.0341697,0.4554850130359097,"20120677.017810196,702827324.6730534,87430912.34330602"
431,"1330,1337,1538",714126179.1169924,0.6431431018779001,"19032328.555276856,157141286.7478471,537952563.8138684"
432,"1330,1338,1336",602844809.0967689,0.5945189942436626,"22533609.197865114,483113527.01155585,97197672.88734785"
433,"1330,1338,1538",639386435.9162098,0.37292978450003295,"19321011.460681826,41313893.45516755,578751531.0003605"
434,"1330,1336,1538",626232977.2763546,0.3052255558634967,"19066245.303850368,25499577.047348663,581667154.9251555"
435,"1331,1334,1337",1265899460.1677275,0.8157430209816212,"864665399.6399287,284402196.5604251,116831863.96737356"
436,"1331,1334,1338",1233119379.0897868,0.7569593756846132,"862409764.2091137,300789967.54646313,69919647.33420989"
437,"1331,1334,1336",1218724157.5548506,0.7320124472403184,"861345583.7160932,301613744.7406082,55764829.0981493"
438,"1331,1334,1538",986085250.1385658,0.9666519436060328,"516369237.40619254,123696612.350007,346019400.3823661"
439,"1331,1337,1338",1149332956.7181993,0.5604377461769561,"957797305.1276072,120472843.86521496,71062807.72537707"
440,"1331,1337,1336",1128897591.2144198,0.5062475975008112,"964071972.9151646,113534940.87052861,51290677.42872668"
441,"1331,1337,1538",950134914.2646396,0.8660198689124126,"561070064.3036984,67756877.02546561,321307972.9354755"
442,"1331,1338,1336",1089457747.1794677,0.42915468046281363,"966675512.4617233,69904909.54360937,52877325.17413491"
443,"1331,1338,1538",928779552.5368747,0.7766373924981951,"573838005.0870211,30322175.01426607,324619372.4355875"
444,"1331,1336,1538",922677363.9093697,0.7592380396465246,"574380189.296336,24621501.70362998,323675672.9094036"
445,"1334,1337,1338",1484187846.709074,0.8741674792792478,"982113583.7354497,259696684.61338434,242377578.36023986"
446,"1334,1337,1336",1443306297.5302098,0.6827370602117316,"1106014746.209722,242132953.84092808,95158597.47955962"
447,"1334,1337,1538",822989981.0371559,0.8551983082094224,"209158503.30216047,79870345.68866304,533961132.0463324"
448,"1334,1338,1336",1436068697.325202,0.6363728002566901,"1141151961.743209,200757619.82084987,94159115.7611433"
449,"1334,1338,1538",810890901.7294736,0.7606475493276204,"225700486.6667785,36740242.94842722,548450172.1142678"
450,"1334,1336,1538",798558213.4758695,0.7234092748018739,"223725617.63796613,25397802.183038965,549434793.6548644"
451,"1337,1338,1336",1052550574.2767423,0.8953626721769418,"590103677.5643286,377472089.97127664,84974806.74113715"
452,"1337,1338,1538",703431407.6318827,0.6927121065241574,"136852822.74283957,38488770.45034811,528089814.438695"
453,"1337,1336,1538",688582436.0196764,0.6497781335925285,"125665363.16119485,31082481.671670526,531834591.1868111"
454,"1338,1336,1538",634337816.8494462,0.44541292612782324,"39107983.73257272,35933100.976206295,559296732.1406672"
